word,polarity
굳세다,2
굳센 기상이,2
굳어지다,-1
굳은,0
굳은 상태로,0
굳지 못하고,-1
굳지 못하여,-1
굴복시킴,-1
굴복하지 않고,1
굴욕,-2
굴욕감,-2
굴욕을,-2
굴욕을 당하거나,-2
굴욕을 당하여,-2
굴욕적,-2
굵고 시원시원한,2
굶는,-1
굶는 모양,-1
굶다,-1
굶주려서,-1
굶주리고,-1
굶주리다,-1
굶주린,-1
굶주린 백성을,-1
굼드게 먹는,-1
굼뜨게,-1
굼뜨게 먹다,-1
굼뜨게 움직이는,-1
굼뜨게 움직이다,-1
굼뜨게 하다,-1
굼뜨게 행동하는,-1
굼뜨게 행동하다,-1
굼뜨고,-1
굼뜨고 거추장스럽게,-2
굼뜨고 게으르게,-2
굼뜨고 좀스럽게,-2
굼뜨다,-1
굽신,-2
굽신거리다,-2
굽신굽신,-2
굽신굽신하다,-2
굽신대다,-2
굽신하다,-2
굽실,-2
굽실거리다,-2
굽실굽실,-2
굽실굽실하다,-2
굽실대다,-2
굽실하다,-2
굽혀서 산다는,-2
굽히지 아니하고,1
굽히지 않는,0
궁상스러운,-2
궁상스러운 모양,-2
궁상스럽다,-2
궁색하게,-2
궁색하다,-2
궁색하여,-2
궁핍하다,-2
궁핍히,-2
궁하고,-2
궁하다,-2
궂게,-1
궂다,-1
권리를 없애거나,-1
권리를 침해한,-1
권세를 꺾다,0
권세를 마음대로,-1
권태,-1
권태감,-1
권태기,-1
권태로이,-1
권태롭다,-1
권태를,-1
권태를 느끼는,-1
궐기할,1
궐기할 것을,1
귀머거리,-1
귀먹은,-1
귀양을 보내던,-2
귀양이 보내어지다,-2
귀에 즐거움과,2
귀여운,2
귀여운 느낌이,2
귀여운 데가,2
귀여워하거나,2
귀여워하거나 즐김,2
귀여워하다,2
귀여워할,2
귀여워할 때,2
귀염성,2
귀염성스럽다,2
귀염성스레,2
귀염을,2
귀염을 받는,1
귀염을 받을,2
귀염을 받지 못할,-1
귀엽게,2
귀엽게 걷는,2
귀엽게 걷다,2
귀엽게 기울어지는,2
귀엽게 기울어지다,2
귀엽게 놀리며,2
귀엽게 떠서,2
귀엽게 여기다,2
귀엽게 움직이는,2
귀엽게 움직이다,2
귀엽게 움직이며,2
귀엽게 웃는,2
귀엽게 웃다,2
귀엽게 이르는,2
귀엽게 흔들리는,2
귀엽게 흔들리다,2
귀엽고,2
귀엽고 보드랍게,2
귀엽고 탐스러운,2
귀엽고 탐스럽다,2
귀엽고 환하게,2
귀엽다,2
귀엽도록,2
귀엽도록 보드랍고,2
귀요미,2
귀중하게,2
귀중하다,2
귀중한,2
귀중한 보배,2
귀중한 자원이라는,2
귀중히,2
귀중히 여기는,2
귀중히 여기다,2
귀차니즘,-1
귀찮거나,-1
귀찮게,-1
귀찮게 구는,-1
귀찮게 굴다,-1
귀찮게 씹히는,-1
귀찮게 씹히다,-1
귀찮게 하는,-1
귀찮게 하다,-1
귀찮게 하여,-1
귀찮고,-1
귀찮고 성가시다,-2
귀찮다,-1
귀찮아하도록,-1
귀찮아하도록 성가시게,-2
귀찮으면서도,-1
귀찮은,-2
귀찮을,-1
귀찮을 때,-1
귀찮을 정도로,-1
귀찮음,-1
귀하게,2
귀하게 되어,1
귀하게 될,1
귀하고,2
귀하고 값진,2
귀하고 중요하게,2
귀하고 중요하다,2
귀하다,2
귀하며,2
귀한,2
규모가 크고,1
규범을 어기면서,-1
규칙을 어겨,-1
균의,-1
균의 침입으로,-1
균형을 잃거나,-1
그 감동,2
그 긍지,2
그 방정,-1
그 범죄를,-1
그 사랑,2
그 시체를,-1
그 실수,-1
그 질병,-1
그 한숨,-1
그 형벌에,-1
그대로 설사하는,-2
그대로 힘없이,-1
그득한 병,-1
그러하다,1
그런 근심,-1
그런 비판,-1
그럴듯하게 대강,-1
그럴듯하게 대충,-1
그럴듯하다,1
그럴싸하다,1
그렇게 되리라는,1
그렇게 애도함,-1
그렇게 인정받는,1
그르게 되거나,-1
그르치다,-1
그른,-2
그른 짓을,-2
그릇되거나,-2
그릇되게,-2
그릇되게 하는,-2
그릇되게 하다,-2
그릇되다,-2
그릇된,-2
그릇된 방향으로,-2
그릇된 일을,-2
그릇된 짓을,-2
그릇된 행동,-1
그릇된 행동을,-1
그리운,1
그리운 마음이,1
그리움,1
그리웁다,1
그리워지다,1
그리워하거나,1
그리워하거나 좋아하는,1
그리워하거나 좋아하다,1
그리워하다,1
그리워함,1
그린라이트,2
그립다,1
그만두게,-1
그만두게 되거나,-1
그만두게 하다,-1
그만두다,-1
그만두어,-1
그만두어 버리다,-1
그만두어 버림,-1
그와 이별하다,-2
그윽하고,1
그윽하고 평온하다,1
극락,1
극복하고,1
극복하다,1
극성맞게,-1
극성맞다,-1
극진하게,2
극진하다,2
극진한 데가,2
극혐,-2
근거가 없고,-1
근본에 맞는,1
근사하다,2
근심,-1
근심 따위로,-1
근심 없이,2
근심과,-1
근심과 걱정으로,-1
근심스럽거나,-1
근심스럽거나 답답하여,-1
근심스럽고,-1
근심에 잠겨서,-1
근심으로,-1
근심이,-1
근심이 있어,-1
근심이나,-1
근심이나 걱정,-1
근심이나 걱정이,-2
근심이나 걱정이 없고,2
근심이나 병,-1
근심이나 설움으로,-1
근심하거나,-1
근심하거나 안타까워,-2
근심하고,-1
근심하는,-1
근심하는 데가,-1
근심하다,-1
근심하며,-1
근심하며 분하게,-1
근심함,-1
근심함을,-1
근심함을 이르는,-1
근지럽고,-1
근질근질 가려운,-1
근질근질하다,-1
근하다,2
긁어,0
긁어 상처를,-1
금고를 깨뜨리다,-1
금사빠,-1
금지되다,-2
금지된 물건을,-2
금지하는 말과,-2
금지하려,-2
금지하려 할,-2
금지함,-2
급성 염증,-2
급성 위장염의,-2
급작스럽게 화를,-2
급하게,-1
급하게 몰아쉬는,-1
급하게 쉬는,-1
급하고,-1
급하고 거세다,-1
급하고 변덕스러워,-1
급하다,-1
급한 처지에,-1
긍가하다,2
긍정,1
긍정적,1
긍정적으로,2
긍정적으로 강조하는,2
긍정적이고,2
긍정적이고 좋다,2
긍정적인,2
긍정적인 범위에,2
긍정적인 태도,2
긍정적인 효과를,2
긍정하는,2
긍정하는 뜻으로,2
긍정할,2
긍정할 때,2
긍정할 때에,2
긍지,2
긍지를,2
긍지를 가지는,2
긍지를 가짐,2
기가 눌려,-1
기가 막혀,-1
기가 막히거나,-1
기가 미련이,-1
기가 부족하며,-1
기가 어색하고,-1
기관지염,-1
기능 장애로,-2
기능을 상실한,-1
기능을 잃고,-1
기능이 약하여진,-1
기능이 허약하여,-1
기다리지 못하고,-1
기대,1
기대 이상으로,2
기대 이상이다,2
기대가,1
기대가 가득하다,1
기대되는,2
기대된다,1
기대를 받다,1
기대에 어그러져,-1
기대하다,1
기대할 만한,2
기둥처럼 든든히,2
기량이 부족하여,-1
기력이 쇠약한,-1
기력이 쇠약해지는,-1
기력이 약하여,-1
기력이 약하여지는,-1
기력이 허약하여,-1
기를 꺾다,-1
기를 꺾음,-1
기름기가 많다,-1
기름진 땅,1
기리어,1
기막히다,1
기만하다,-2
기모띠,1
기미하다,2
기반이 튼튼하게,1
기반이 튼튼하다,1
기부하다,1
기분 나쁠,-2
기분 좋은,2
기분을 나쁘게,-2
기분이 나쁘거나,-2
기분이 상하다,-2
기분이 좋게,2
기분이 좋다,2
기분이 좋은,2
기분이 좋을,2
기뻐,2
기뻐서,2
기뻐서 웃는,2
기뻐하고,2
기뻐하고 즐거워하다,2
기뻐하고 즐거워한다는,2
기뻐하고 즐거워함,2
기뻐하는,2
기뻐하다,2
기뻐함과,2
기뻐함과 즐거워함,2
기쁘거나,2
기쁘거나 만족스럽거나,2
기쁘거나 즐거운,2
기쁘거나 흥분하여,2
기쁘게,2
기쁘게 여기다,2
기쁘고,2
기쁘고 만족스럽다,2
기쁘다,2
기쁜,2
기쁜 마음,2
기쁜 마음으로,2
기쁜 마음을,2
기쁜 빛,2
기쁜 빛을,2
기쁜 일이,2
기쁨,2
기쁨과,2
기쁨과 즐거움,2
기쁨을,2
기쁨을 느끼는,2
기쁨을 느끼다,2
기쁨을 느끼어,2
기쁨을 담은,2
기쁨을 아는,2
기쁨을 즐기다,2
기쁨이나,2
기쁨이나 감격이,2
기상이 뛰어난,2
기세 좋게,2
기세가 꺾이고,-1
기세가 약해지다,-1
기세가 좋은,2
기억이 희미해져서,-1
기예에 통달하여,1
기운 없이,-2
기운을 쓰는,-1
기운을 잃고,-1
기운이 꺾이다,-1
기운이 꺾임,-1
기운이 다하여,-2
기운이 막히다,-1
기운이 막힘,-1
기운이 못 펴지게,-1
기운이 빠져,-2
기운이 빠져서,-2
기운이 쇠약하여,-2
기운이 없거나,-2
기운이 없고,-2
기운이 없는,-2
기운이 없다,-2
기운이 없어,-2
기운이 없어지고,-2
기운이 없이,-2
기운이나 의욕 따위가 없이,-2
기운차게,2
기운차게 솟구쳐,2
기운차고,2
기운차고 활기,2
기운차다,2
기울어지며 자꾸,-1
기일이 안타깝게,-1
기절하듯이,-2
기절하듯이 쓰러지다,-2
기절할,-2
기절할 듯이,-2
기죽다,-2
기준보다 못하거나,-1
기준에 미치지 못하다,-1
기준에 어긋나,-2
기침,-1
기침 소리를,-1
기침병을 앓아,-1
기침을,-1
기침을 심하게,-1
기침을 하다,-1
기침을 한다,-1
기침이,-1
기침이 나는,-1
기특하고,2
기특하고 장하다,2
기품이 있다,2
기풍,1
기피되어,-1
기피되어 따돌림을,-2
기피하여,-1
기피하여 따돌리거나,-2
기한까지 내지 못하고,-1
기형으로,-1
기회를 놓치거나,-1
기회주의적이고,-1
긴장되고,-1
긴장되다,-1
긴장을 해소하려,1
긴장이나,-1
긴장하거나,-1
긴장하거나 힘을,-1
긴장하다,-1
긴장하여,-1
긴절하다,0
긴절히,0
길고 아름다워서,2
길막,-1
길미,1
길을 찾아내다,1
길이 막막하게,-2
길이 막막하다,-2
길이 어둡거나,-1
깊고 중대한,1
깊은 맛이,2
깊은 맛이 있게,2
깊은 은혜,2
깊은 은혜와,2
깊은 이치나,1
깊이 감복하여,2
깊이 근심함,-2
깊이 기억하다,2
깊이 따르다,2
깊이 따름,2
깊이 사귐,2
깊이 사모함,2
깊이 슬퍼하다,-2
깊이 슬퍼함,-2
깊이 있고,1
깊이가 없고,-1
깊지 아니하거나,-1
깊지 아니하고,-1
ㄲ,-1
ㄲㅂ,-1
ㄲㅈ,-1
까꾸러트리다,-1
까다로운,-1
까다로운 모양,-1
까다로워,-1
까다로이,-1
까다롭게,-1
까다롭게 구는,-1
까다롭게 굴거나,-1
까다롭게 굴다,-1
까다롭고,-1
까다롭고 좀스럽게,-1
까다롭다,-1
까다롭지 아니하다,1
까마득하다,-2
까마아득하게,-2
까무러질,-2
까무러질 듯하다,-2
까무러질 듯한,-2
까무러쳐,-1
까무러쳐 넘어지면서,-1
까무러칠,-2
까무러칠 듯,-2
까무러칠 듯이,-2
까무러칠 듯하게,-2
까무러칠 듯하다,-2
까무러칠 듯한,-2
까무스름하다,-1
까부는,-1
까부는 모양,-1
까불거나,-1
까불기만 하고,-1
까불까불하고,-1
까불다,-1
까불며,-1
까불며 웃는,-1
까불며 웃다,-1
까불며 행동하는,-1
까불어,-1
까불어 대는,-1
까불어 대다,-1
까불어서,-1
까비,-1
까칠하거나,-1
까칠하게,-1
까칠하게 일어선,-1
까칠하다,-1
까탈이,-1
까탈이 많게,-1
까탈이 많다,-1
깍아내리다,-1
깎아내려,-1
깎아내려 배척함,-1
깎아내려 헐뜯음,-2
깎아내리기,-1
깎아내리기 잘하다,-1
깎아내리려,-1
깎아내리려 함,-1
깐깐하고,-1
깐깐하다,-1
깐작깐작하고,-1
깐죽대다,-1
깔깔하며,-1
깔깔하며 거북하고,-2
깔깔한,-1
깔깔한 느낌,-1
깔끄럽게,-1
깔끄럽게 따끔거리는,-1
깔끔하게,2
깔끔하다,2
깔끔하지 못하고,-1
깔끔하지 않고,-1
깔끔한,2
깔끔한 데가,2
깔끔해지다,2
깔보면서,-1
깔보면서 놀리다,-2
깔보아,-1
깔보아 업신여기다,-2
깔보아 업신여김,-2
깔봄,-1
깜놀,-1
깜짝 놀라다,-1
깜찍스럽게 지껄이며,-2
깜찍하게,1
깜찍하게 까딱거리는,1
깜찍하게 생긴,1
깜찍하고,1
깜찍하고 트인,1
깜찍하다,1
깜찍하면서도,1
깝,-1
깨갱대다,-1
깨끗이,1
깨끗이 하다,1
깨끗이 함,1
깨끗하게,1
깨끗하게 다듬고,1
깨끗하게 하다,1
깨끗하고,2
깨끗하고 깔끔하게,2
깨끗하고 깔끔한,1
깨끗하고 말끔하게,2
깨끗하고 매끈한,2
깨끗하고 순진하게,1
깨끗하고 시원스럽다,2
깨끗하고 시원하다,2
깨끗하고 시원한,2
깨끗하고 온전하다,2
깨끗하고 진실한,2
깨끗하고 칠칠한,2
깨끗하다,2
깨끗하다는,2
깨끗하며,2
깨끗하며 단아하게,2
깨끗하여,2
깨끗하여 조금도,2
깨끗하지 못하고,-1
깨끗하지 못한,-1
깨끗한,2
깨끗한 마음,2
깨끗한 모양,2
깨끗한 사람,1
깨끗한 사랑을,2
깨끗한 상태로,2
깨끗한 생혈,2
깨닫거나,1
깨닫게,1
깨닫게 하거나,1
깨닫고자,1
깨닫는,1
깨닫는 경지에,1
깨닫다,1
깨달아,1
깨달아 알게,1
깨달아 알다,1
깨달아 얻음,1
깨달은 상태,1
깨달음,1
깨달음을,1
깨달음을 방해하는,-1
깨달음을 얻고,1
깨달음의,1
깨달음의 지혜이다,1
깨뜨려 버리다,-1
깨뜨리다,-1
깨알같다,1
깨어지거나,-1
깨어지다,-1
깨우쳐,1
깨우쳐 주고,1
깨지다,-1
깨진,-1
깨침이 늦고,-1
깽깽대다,-1
꺼꾸러트리다,-1
꺼덕거리다,-1
꺼덕대다,-1
꺼덕이다,-1
꺼려지거나,-2
꺼리는,-2
꺼리는 날,-2
꺼리는 마음으로,-2
꺼리다,-2
꺼리어,-2
꺼리어 피하거나,-2
꺼린다,-2
꺼림,-2
꺼림칙하고,-2
꺼림칙하여,-2
꺼림칙해,-2
꺼림칙해 보일,-2
꺼먹대다,-1
꺼부는,-1
꺼부는 모양,-1
꺼부러져,-1
꺼부러져 보이게,-1
꺼불거리고,-1
꺼불대다,-1
꺼칠하게,-1
꺼칠하게 일어선,-1
꺼칠하다,-1
꺽어 약해지게,-1
꺾어 누르다,-1
꺾이다,-1
꺾이어 무너지다,-1
꺾이어 약해지다,-1
꺾임,-1
껄끄러운,-1
껄끄러운 모양,-1
껄끄럽게 뜨끔거리는,-1
껄렁껄렁한,-1
껄렁껄렁한 사람,-1
껄렁껄렁한 사람들의,-1
꼬락서니,-1
꼬물거리는,-1
꼬물거리는 모양,-1
꼬이거나,-2
꼬이거나 틀어지다,-2
꼬집거나,-1
꼬집히는,-1
꼬집히는 것처럼,-1
꼭 맞다,1
꼭 알맞다,1
꼭 어울리고,2
꼴사나운,-2
꼴사납게,-2
꼴사납게 우는,-2
꼴사납다,-2
꼼꼼하게,1
꼼꼼하게 자세히,1
꼼꼼하고,1
꼼꼼하고 자상하게,2
꼼꼼하다,1
꼼꼼하지 않아,-1
꼼꼼한,2
꼿꼿하며,1
꼿꼿하며 건장하다,2
꼿꼿하며 건장한,2
꽁알대다,-1
꽁하다,-1
꽃이 보드랍고,2
꽉 막힌,-2
꽤 거칠게,-1
꽤 귀여운,2
꽤 더럽고,-1
꽤 따뜻하고,2
꽤 따뜻하다,2
꽤 뜨뜻하고,2
꽤 사납게,-1
꽤 스산하고,-1
꽤 썰렁한,-1
꽤 엉성하고,-1
꽤 염치없이,-1
꽤 저리다,-1
꽤 저린,-1
꽤 흥분되고,2
꽥꽥거리는 사람을,-1
꾀 거칠게,-1
꾀거나,-1
꾀를 부려,-1
꾀를 부리거나,-1
꾀를 부리느라고,-1
꾀만 부리다,-1
꾸며서 전하다,-1
꾸며서 전함,-1
꾸며서 하는,-1
꾸물거리는,-1
꾸물거리는 모양,-1
꾸물거리다,-1
꾸물꾸물하다,-1
꾸민,1
꾸밈을 화려하게,1
꾸밈이 없음,1
꾸밈이 없이,1
꾸준하게,1
꾸준하게 열심히,2
꾸준하게 일하거나,1
꾸준하게 행동하다,1
꾸준한,2
꾸준한 데가,2
꾸준함,2
꾸준히,2
꾸중,-1
꾸중 따위의,-1
꾸중을,-1
꾸중을 듣거나,-1
꾸중을 듣고,-1
꾸중하다,-1
꾸지람,-1
꾸지람을,-1
꾸지람을 듣거나,-1
꾸지람하다,-1
꾸짖거나,-1
꾸짖거나 나무라며,-1
꾸짖는,-1
꾸짖는 말로,-1
꾸짖다,-1
꾸짖어,-1
꾸짖어 혼쭐을,-2
꾸짖음,-1
꿀잼,1
꿉신대다,-2
꿋꿋하다,1
꿋꿋한,1
꿋꿋한 모양,1
끈기,1
끈기 있는,2
끈기가 있는,2
끊고,-1
끊고 갈라서다,-1
끊어 버리다,-1
끊어 버림을,-1
끌다,1
끌리도록,1
끔살,-2
끔직하고,-2
끔직하고 절망적이다,-2
끔찍하게,-2
끔찍하다,-2
끔찍한,-2
끔찍한 느낌,-2
끔찍한 느낌이,-2
끔찍함,-2
끝까지 변함없이,1
끝나는 사랑,-2
끝내 패가망신한다는,-2
끝내지 못하고,-1
끝내지 못한,-1
끝장이 나다,-2
끼깅대다,-1
끼쳐서 미안하다,-1
끼치도록 무섭고,-2
낄끼빠빠,-1
낑낑대다,-1
ㄳ,1
ㄴㅇㅈ,-1
나가자빠지는,-2
나가자빠지는 모양,-2
나고 아프며,-1
나긋나긋이,1
나라가 태평한,2
나릿나릿,-1
나무라기나 하는,-1
나무라다,-1
나무라며,-1
나무라며 못마땅하게,-2
나무람을,-1
나무람을 이르는,-1
나불거리며,-1
나불거리며 까불다,-1
나불나불,-1
나불나불하다,-1
나빠지게,-2
나빠지게 하다,-2
나빠지다,-2
나빠지도록,-2
나빠진,-2
나빠진 모양,-2
나쁘거나,-2
나쁘거나 궂게,-2
나쁘거나 궂다,-2
나쁘게,-2
나쁘게 되다,-2
나쁘게 만들다,-2
나쁘게 말하여,-2
나쁘고,-2
나쁘다,-2
나쁘지 않고,1
나쁜,-2
나쁜 기운을,-2
나쁜 놈,-2
나쁜 말로,-2
나쁜 버릇,-2
나쁜 생각을,-2
나쁜 일,-2
나쁜 일을,-2
나쁜 짓을,-2
나쁜 징조의,-2
나쁜 처지로,-2
나쁜 흉계,-2
나쁜놈,-2
나쁠,-2
나쁠 정도로,-2
나서 틀어지다,-1
나서는 힘,1
나아가게,1
나아가게 하다,1
나아가지 못하고,-1
나아지게,1
나아지게 발전하다,2
나아지다,2
나오는 기침,-1
나오는 한숨이나,-1
나타나는 불쾌한,-2
나태하게,-1
나태하다,-2
나태한,-2
낙담,-2
낙담하다,-2
낙망,-2
낙망하다,-2
낙심,-2
낙심되다,-2
낙심하다,-2
난리나다,1
난잡스러운,-2
난잡스러운 짓,-2
난잡하다,-2
난잡한,-2
난잡한 상태가,-2
난처하거나,-2
난처하고,-2
난폭하거나,-2
난폭하거나 주책없는,-2
난폭하다,-1
난폭한,-1
난폭한 행위로,-2
난하다,-2
날뛰다,1
날뜀,1
날씨가 맑거나,2
날씨가 화창하여,2
날씬하다,1
날씬한,1
날이 좋아지다,2
날조하여,-1
날카로운 말투로,-1
날카롭고 격하게,-2
낡고,-1
낡다,-1
낡아,-1
낡아 버리다,-1
낡아지다,-1
낡은,-1
낡은 느낌이나,-1
낡은 티를,-1
남기거나 버리다,-1
남달리,1
남달리 뛰어난,2
남달리 좋아하고,2
남루하게,-1
남루하게 입다,-1
남몰래,-1
남몰래 슬쩍,-1
남보다 높은,1
남보다 뒤떨어지거나,-1
남보다 뛰어난,2
남보다 앞서서,1
남보다 월등히,2
남부끄러이,-1
남부끄럽다,-1
남부럽다,-1
남사스럽다,-1
남아 서운하다,-1
남에게 넘기다,-1
남에게 따돌림을,-1
남에게 미루다,-1
남에게 베풀어서,2
남에게 복종하면서,-2
남에게 씌우려던,-1
남에게 아첨함을,-1
남에게 억지로,-2
남에게 칭찬을,2
남에게 폐를,-2
남용,-1
남용하다,-2
남을 건드려,-1
남을 곯려,-1
남을 곯리거나,-1
남을 괴롭히는,-2
