word,polarity
이기적,-2
이기적인,-2
이기적인 사상이나,-2
이기지 못하고,-1
이끌리는,1
이끌리는 마음,1
이득,2
이득을,2
이득이 없이,-1
이득이나,2
이듬해에 풍년이,2
이랬다저랬다,-1
이러저리 기울어지며,-1
이러저리 자꾸,-1
이러지도 저러지도 못하고,-1
이로우며,2
이롭거나,2
이롭게,2
이롭게 쓰다,2
이롭게 쓰이다,2
이롭게 하는,2
이롭게 하려고,2
이루거나,1
이루다,1
이루어,1
이루어 만족한,1
이루어지다,1
이루어지도록,1
이루어지도록 하다,1
이루지 못하다,-1
이루지 못함,-1
이룩하다,1
이룩함,1
이룬 화음,1
이룸,1
이르지 못하거나,-1
이르지 못하다,-1
이르지 못함을,-1
이를 갈다,-1
이름을 떨침,1
이리저리 궁리만,-1
이리저리 망설이는,-1
이리저리 어지럽게,-1
이리저리 얽혀서,-1
이리저리 자꾸,-1
이리저리 트집을,-1
이리저리 헛디디는,-1
이리저리 헛디디다,-1
이리저리 헤매는,-1
이리저리 휩쓸리는,-1
이리저리로 빈정거리다,-1
이뭐병,-1
이바지하다,1
이벤트,1
이별하다,-1
이쁘다,2
이쁘장스럽다,2
이쁜,2
이상의 수준이다,1
이상의 수준이어서,1
이상이 생겨,-1
이상이나 장애로,-1
이상하게,-1
이상하게 여기는,-1
이상하다,-1
이상함이 없다,1
이성적,2
이성적인,2
이야기하다,-1
이용하기 쉬움,1
이용하기 쉽다,1
이용하기 좋은,1
이용하는 짓을,-1
이이없다,-1
이익,2
이익을,2
이익을 보는,2
이익을 얻는,2
이익을 얻다,2
이익을 얻음,2
이익이,2
이익이 되지 아니하고,-1
이익이 될,2
이익이 될만한,2
이죽이죽하면서,-2
이죽이죽하면서 느물거리는,-2
이쪽저쪽으로 귀엽게,2
이치가 깊고,2
이치를 깨닫거나,2
이치를 깨닫다,2
이치를 깨달아,2
이치를 아는,2
이치에 닿지 않다,-1
이치에 맞게,2
이치에 밝다,2
이치에 밝아서,2
이치에 어긋나,-1
이타적인,2
이해의 대립으로,-1
이해하거나,1
이해하거나 배우는,1
이해하고,1
이해하고 돕는,1
이해하고 돕다,1
이해하기 어려운,-1
이해하는,1
이해하는 마음,1
이해하지 못하는,-1
이혼을,-1
이혼을 하고,-1
익살 소설,0
익살궂다,0
익살극,0
익살맞다,0
익살바르다,-1
익살배기,0
익살스럽게,0
익살스럽게 꾸민,0
익살스럽게 대답함,0
익살스럽다,0
익살스레,0
익살을,0
익살을 많이,0
익살을 부리는,0
익살쟁이,0
익숙지 못하고,-1
익숙하고,1
익숙하도록,1
익숙하도록 되풀이하여,1
익숙하지 못하고,-1
익숙하지 못하여,-1
익숙한,1
익숙한 솜씨,1
익숙해짐,1
익지 아니하다,-1
익지 아니하여서,-1
익혀지지 못하다,-1
익히게,1
익히게 하다,1
익히지 못하다,-1
익히지 못한,-1
익히지 못한 사람,-1
익히지 못함,-1
인간애를,1
인간에게 좋은,1
인격 파괴와,-2
인격을 길러,1
인기,1
인기가 있다,2
인기를 얻게,1
인기있는,2
인기있다,2
인덕으로,1
인망을 깎아내려,-2
인물을 낮잡아,-2
인사불성이,-2
인사불성이 되는,-2
인상적이다,1
인색하게,-1
인색하다,-2
인색한,-2
인색한 모양,-2
인색한 사람,-2
인색한 사람을,-2
인색한 여자를,-2
인심을 달래어,1
인연이,1
인연이 맺어지다,1
인재를,1
인정,1
인정 받다,1
인정되거나,2
인정되거나 합격하다,2
인정머리 없고,-2
인정받는,2
인정받다,1
인정을 받다,1
인정이 두텁다,2
인정이 많고,1
인정이 많다,1
인정이 없게,-1
인정이 없는,-1
인정이 없이,-1
인정있는,1
인정있다,2
인정하는 부분,1
인정하다,1
인정하여,1
인정하여 내세우다,1
인정하지 않고,-1
인품이 고결,2
일깨워,1
일깨워 주는,1
일러바치다,-1
일류,-1
일방적으로,-1
일부러,-1
일부러 우스운,0
일부를 다치다,-1
일부를 빼앗아,-1
일솜씨가 뛰어나거나,2
일어나는 화,-1
일에 매여,-1
일에 실패하거나,-1
일에 훼방을,-1
일에 흉하다고,-2
일을 간섭하고,-1
일을 긍정할,1
일을 대강대강,-1
일을 무리하게,-1
일을 방해하는,-2
일을 방해하다,-2
일을 방해함,-2
일을 이루거나,2
일을 잘못하여,-2
일을 해결하거나,2
일을 해내다,2
일을 해낼,2
일을 훼방,-1
일이 꼬이거나,-1
일이 나쁘거나,-2
일이 난처하거나,-1
일이 못마땅할,-2
일이 물리거나,-1
일이 밝혀지거나,1
일이 순조롭게,2
일이 어그러지다,-1
일이 잘되게,2
일이 잘되도록,2
일이 잘되어,2
일이 잘못되어,-2
일이 잘못되었거나,-2
일진,-1
일찍 죽다,-1
일치하지 않다,-1
일품이다,2
일하기를 꺼리어,-1
일하기를 싫어하는,-1
일하기를 싫어하여,-1
잃거나,-1
잃거나 없애다,-1
잃게,-1
잃게 하거나,-1
잃게 하다,-1
잃다,-1
잃어 섭섭하거나,-1
잃어 스러져,-1
잃어버리다,-1
잃었다,-1
잃은,-1
잃은 느낌,-1
잃은 상태로,-1
잃을,-1
잃을 정도로,-1
임신구토,-1
임질,-1
입 안이 마르고,-1
입가에 웃음이,2
입담 좋게,2
입맛을 잃다,-1
입맛이 떨어지고,-1
입맛이 없다,-1
입맛이 없어지고,-1
입맛이 없으며,-1
입속으로 지껄이다,-1
입을 가볍게,-1
입을 경망스럽게,-2
입을 나불거리며,-1
입을 너불거리며,-1
입을 방정맞게,-2
입을 삐쭉이는,-1
입을 삐쭉이다,-1
입을 예쁘게,2
입을 함부로,-1
입이 쓰며,-1
입힌 손상이나,-1
잇따라 게우는,-1
잇따라 귀찮게,-1
잇따라 맥없이,-1
잇따라 쑤시다,-1
잇따라 우쭐거리다,1
잇따라 울다,-1
잇따라 지껄이다,-1
잇따라 힘없이,-1
잇몸이 붓고,-1
잇지 못할,-1
잉여,-1
ㅈㄹ,-1
ㅈㅅ,-1
자격을 박탈하여,-1
자격을 얻다,1
자격이 박탈되어,-1
자격이 없는,-1
자괴,-2
자괴감,-2
자궁 탈출증,-1
자긍,1
자긍심,1
자기에게 유리하도록,0
자기의 병을,-2
자기중심적,-1
자기편을 배신하여,-2
자기하다,-1
자꾸 가쁘고,-1
자꾸 가치작거리는,-2
자꾸 간섭하거나,-1
자꾸 거만하게,-1
자꾸 거북하다,-2
자꾸 거북한,-2
자꾸 거슬리거나,-2
자꾸 건성으로,-1
자꾸 걸리다,-1
자꾸 경망스럽게,-2
자꾸 경솔하게,-2
자꾸 군소리를,-1
자꾸 굼뜨게,-1
자꾸 귀엽게,2
자꾸 귀찮게,-2
자꾸 근질근질하다,-1
자꾸 까다롭게,-1
자꾸 까다롭고,-1
자꾸 까부는,-1
자꾸 까불거나,-1
자꾸 까불다,-1
자꾸 까불며,-1
자꾸 까불어,-1
자꾸 꼬물거리는,-1
자꾸 꾀거나,-1
자꾸 너불거리며,-1
자꾸 놀라는,-1
자꾸 놀리는,-1
자꾸 놀리다,-1
자꾸 능글맞게,-1
자꾸 능청스럽게,-1
자꾸 다투거나,-1
자꾸 다투는,-1
자꾸 다투다,-1
자꾸 덤비다,-1
자꾸 되지못한,-1
자꾸 들볶거나,-1
자꾸 따끔하게,-1
자꾸 떠드는,-1
자꾸 떠들거나,-1
자꾸 떠들다,-1
자꾸 떠들어,-1
자꾸 뜨끔하게,-1
자꾸 마지못하여,-1
자꾸 막히다,-1
자꾸 말대꾸하다,-1
자꾸 망설이는,-1
자꾸 망설이며,-1
자꾸 맥없이,-1
자꾸 머뭇거리게,-1
자꾸 머뭇거리는,-1
자꾸 머뭇거리다,-1
자꾸 머뭇거리며,-1
자꾸 머뭇머뭇하는,-1
자꾸 머뭇하다,-1
자꾸 무섭고,-1
자꾸 미루거나,-1
자꾸 방정맞게,-1
자꾸 방해가,-1
자꾸 버릇없게,-1
자꾸 버릇없이,-1
자꾸 보채거나,-1
자꾸 볼품없이,-1
자꾸 불만스럽게,-2
자꾸 불안하게,-1
자꾸 불평을,-2
자꾸 불평하는,-2
자꾸 불평하다,-2
자꾸 비굴하게,-2
자꾸 비틀거리는,-1
자꾸 빈둥거리는,-1
자꾸 빈정거리다,-2
자꾸 빤빤스럽게,-2
자꾸 뻔뻔스럽게,-2
자꾸 뽐내다,1
자꾸 설레다,1
자꾸 성가시게,-1
자꾸 성을,-1
자꾸 시근시근하다,-1
자꾸 시끄럽게,-1
자꾸 시름시름,-2
자꾸 시큰둥한,-1
자꾸 신경질적으로,-1
자꾸 쑤시는,-1
자꾸 쑤시다,-1
자꾸 쓰러지거나,-1
자꾸 쓰러질,-1
자꾸 아프다,-1
자꾸 앓는,-1
자꾸 앓다,-1
자꾸 애쓰는,-1
자꾸 애쓰다,-1
자꾸 얄미울,-2
자꾸 얄밉게,-2
자꾸 어색하다,-1
자꾸 어수선하게,-1
자꾸 어지럽게,-1
자꾸 얻어맞을,-1
자꾸 엿보거나,-1
자꾸 요란스럽게,-1
자꾸 우기거나,-1
자꾸 우기는,-1
자꾸 우는,-1
자꾸 우물쭈물하다,-1
자꾸 우쭐거리다,1
자꾸 울거나,-2
자꾸 울다,-2
자꾸 울음이,-2
자꾸 움직이는,-1
자꾸 움직이다,-1
자꾸 웃는,1
자꾸 웃다,1
자꾸 자린,-1
자꾸 자빠지다,-1
자꾸 저는,-1
자꾸 저리다,-1
자꾸 저린,-1
자꾸 절다,-1
자꾸 조르거나,-1
자꾸 좀스럽게,-2
자꾸 좀스럽고,-2
자꾸 주저주저하거나,-1
자꾸 주저주저하며,-1
자꾸 주책없이,-1
자꾸 지껄이는,-1
자꾸 지껄이다,-1
자꾸 짓궂은,-2
자꾸 짖궂게,-1
자꾸 짜증을,-1
자꾸 쩔쩔매거나,-1
자꾸 참견하다,-1
자꾸 처지는,-1
자꾸 치밀어,-1
자꾸 치사하고,-1
자꾸 토하려고,-1
자꾸 토할,-1
자꾸 피하는,-1
자꾸 헤매다,-1
자꾸 헷갈리어,-1
자꾸 화를,-1
자꾸 흐려지다,-1
자꾸 흔들리다,-1
자꾸 흘리다,-1
자꾸 흡족하게,2
자꾸 힘없이,-1
자라지 못하고,-1
자랑스런,1
자랑스럽다,2
자랑자랑하다,1
자랑하다,1
자리다,-1
자리자라한,-1
자리자리한,-1
자리자리한 느낌,-1
자리자리한 느낌이,-1
자린,-1
자린 느낌,-1
자린 느낌이,-1
자린 듯하다,-1
자린 듯한,-1
자린한 느낌,-1
자릿자릿하다,-1
자릿한,-1
자릿한 느낌,-1
자부하다,1
자비,1
자비가 넓고,2
자비로써,1
자비로운,1
자비로운 교훈,1
자비로움을,1
자비로움을 나타낸,1
자비를,1
자비를 베풀어,1
자비심으로,1
자비심이,1
자비심이 많아,1
자비의,1
자비의 마음으로,1
자빠지거나,-1
자빠지는,-1
자빠지는 모양,-1
자빠지다,-1
자상하게,2
자상하다,2
자세하고 정확하게,1
자세히,1
자세히 살피다,1
자세히 살핌,1
자송,-1
자송하다,-1
자신 있게,1
자신감,1
자신에게 해가,-2
자신을 옭아 묶다,-2
자신을 옭아 묶음,-2
자신을 책망하다,-2
자신을 책망함,-2
자신의 결함이나,-1
자신의 이익만을,-1
자신의 재능을,1
자신하다,1
자애로,2
자애를,2
자애를 베푸는,2
자연 그대로,1
자연스럽게,1
자연스럽게 보이다,1
자연스럽다,1
자연스럽지 못하게,-1
자연스럽지 아니하게,-1
자연스럽지 아니하다,-1
자연스럽지 않다,-1
자연의 아름다운,1
자유가 제한되거나,-1
자유로운,1
자유로운 상태가,1
자유롭게,1
자유롭게 함,1
자유를 침해함으로써,-1
자제력을 잃다,-1
자제력을 잃어,-1
자주 사용되다,1
자주 앓다,-1
자주 하다,1
자증을 내며,-1
자지 못하는,-1
자지러지게,1
자지러지도록,-1
자지러지도록 꼴로,-1
자지러질,-1
자질,1
자질구레한,-1
자질구레한 것까지,-1
자질을 겸손하게,1
자책,-1
자책하다,-1
자폐하다,-2
자포자기,-1
자포자기하다,-1
자포하다,-1
자해,-2
자해하다,-1
작고 귀여운,2
작붕,-1
작품이 사랑받고,1
잔꾀로,-1
잔뜩 벼르다,-1
잔부끄러움,-1
잔소리,-1
잔소리나,-1
잔소리나 푸념을,-1
잔소리를,-1
잔소리를 하거나,-1
잔인하다,-2
잔인한,-2
잔인한 모양,-2
잔인한 사람을,-2
잔인한 형벌에,-2
잗달고,-2
잘,1
잘 가다듬어,2
잘 간직하여,2
잘 다듬어져,2
잘 다스려,2
잘 다스리는,2
잘 다스림,2
잘 다투는,-2
잘 다투다,-2
잘 대우하다,2
잘 대우하여,2
잘 들다,2
잘 떠벌리다,-1
잘 먹거나,2
잘 먹거나 마시다,2
잘 먹다,2
잘 먹음으로써,2
잘 모르거나,-1
잘 몰라서,-1
잘 못하거나,-2
잘 받아,2
잘 보살펴,2
잘 사귀는,2
잘 살려,2
잘 살핌,2
잘 싸우다,1
잘 싸움,1
잘 아는,2
잘 안될까,-1
잘 알다,2
잘 알아,2
잘 알아서,2
잘 어울려,2
잘 어울리는,2
잘 어울리다,2
잘 어울리어,2
잘 어울림,2
잘 여문,2
잘 여물다,2
잘 이끌어,2
잘 익거나,2
잘 익다,2
잘 있는,2
잘 자라게,2
잘 정돈되어,2
잘 조화되어,2
잘 지내거나,2
잘 지켜,2
잘 진행되다,2
잘 진행되어,2
잘 짓는,2
잘 처리되다,2
잘 처리하다,2
잘 팔리다,2
잘 해낼,2
잘난 체,-1
잘난 체하거나,-1
잘난 체하고,-1
잘난 체하는,-1
잘난 체하다,-1
잘난 체하며,-1
잘난 체하여,-1
잘되고,2
잘되다,2
잘되어,2
잘되어 가게,2
잘되어 가는,2
잘되어 가다,2
잘되지 못하도록,-1
잘되지 아니하고,-1
잘된,2
잘된 것을,2
잘된 작품,2
잘될,2
잘될 가능성이,2
잘됨,2
잘망스럽게,-1
잘먹다,2
잘못,-2
잘못 기입함,-1
잘못 생각하다,-2
잘못 써서,-2
잘못 판단하거나,-2
잘못되기를 바라면서,-2
잘못되는,-2
잘못되는 것을,-2
잘못되어,-2
잘못되었거나,-2
잘못되었을,-2
잘못되었을 때도,-2
잘못되지 아니하도록,2
잘못된,-2
잘못된 것을,-2
잘못된 것이 없이,1
잘못된 견해,-2
잘못된 대답을,-2
잘못된 염탐,-2
잘못된 일이,-1
잘못된 허물을,-2
잘못에,-2
잘못에 대하여,-2
잘못을,-2
잘못을 고쳐,1
잘못을 깨치고,0
잘못을 꾸짖거나,-2
잘못을 꾸짖다,-2
잘못을 꾸짖음,-2
잘못을 뉘우치고,1
잘못을 용서함,1
잘못을 인정하고,1
잘못을 저지른,-2
잘못을 지적받거나,-2
잘못이,-2
잘못이 생겨나게,-2
잘못이나,-2
잘못이나 결함을,-2
잘못하거나,-2
잘못하다,-2
잘못하다가는 꼴로,-2
잘못하면 꼴로,-2
잘못하여,-2
잘못함,-2
잘빠진,1
잘생겨,2
잘생겨 보기에,2
잘생기다,2
잘생긴,1
잘아지고,-1
잘하는,2
잘하는 것이,2
잘하는 능력이,2
잘하다,2
잘하지 못하는,-2
잘하지 못하여,-2
잘한,2
잘한 일을,2
잘해,2
잘해 나가다,2
잘해 내는,2
잘해 내지 못하는,-2
잡념을 없애고,1
잡되고,-2
잡되고 상스럽다,-2
잡스러운,-2
잡스러운 느낌이,-2
잡스럽게,-2
잡스럽게 굴다,-2
잡스럽다,-2
잡아 뜯거나,-1
잡지 못하게,-1
잡지 못하는 상태로,-1
잡지 못하다,-1
장난삼아,-1
장난삼아 하는,-1
장난스럽게,-1
장난이 심하고,-1
장애,-2
장애가,-2
장애가 따르고,-2
장애가 있어,-2
장애로,-2
장애를,-2
장애를 만나,-2
장애를 받거나,-2
장애를 받아,-2
장애물을,-2
장애물을 헤치다,1
장애인,-2
장엄한,2
장엄한 상,1
장점,2
장점을,2
장점을 인정하거나,1
장점을 취하여,1
장점이다,2
장하다,2
장학금,1
재난,-2
재난을,-1
재난을 이르는,-1
재능,1
재능을,1
재능을 가진,1
재능을 겸손하게,1
재능을 알고,1
재능이라는,1
재능이라는 뜻으로,1
재물에 인색한,-2
재물을 가로채서,-1
재물을 탐내어,-1
재물을 탐하는,-1
재물이 넉넉하거나,1
재미,2
재미가,1
재미가 없게,-1
재미가 없다,-1
재미가 있어,2
재미를 붙여,1
재미없다,-1
재미있게,2
재미있는,2
재미있는 국면,2
재미있는 말을,2
재미있는 일을,2
재미있다,2
재밌는,2
재발하거나,-1
재산 범죄,-1
재산이 넉넉하다,1
재수 없게,-2
재앙,-2
재앙이,-2
재앙이나,-2
재주,1
재주가 뛰어나고,2
재주가 뛰어나다,2
재주가 뛰어난,2
재주가 뛰어남,2
재주가 무디다,-1
재주가 있고,1
재주를,1
재주를 가진,1
재주와 지혜가,1
재질이 뛰어나고,2
재촉하다,-1
재촉하여,-1
재촉하여 몰아대다,-1
재치,1
재치 있고,1
재치가 있고,1
재치가 있다,2
재치있다,1
재해를 소멸시키다,1
재해를 입은,-2
재해와,-2
재해와 돌림병을,-2
잴뚝대다,-1
저급,-1
저급하다,-1
저급한,-2
저는,-1
저는 모양,-1
저렴하다,1
저리거나,-1
저리거나 아픈,-1
저리고,-1
저리다,-1
저린,-1
저린 느낌,-1
저린 느낌이,-1
저린 듯하다,-1
저린 듯한,-1
저릿한,-1
저릿한 느낌,-1
저버리다,-2
저절로 무너짐,-1
저주,-2
저주의,-2
저주의 뜻으로,-2
저주하는,-2
저주하는 말,-2
저주하는 말을,-2
저주하여,-2
저지른,-1
저지른 일,-1
저지른 잘못에,-1
저지른 죄과나,-1
저질러진 범죄,-2
저품질,-1
저하되다,-1
저하시키다,-1
적극,1
적극 찾아서,1
적극적으로,1
적극적으로 다가가,1
적극적이다,-1
적극적인,1
적극적인 마음,1
적당하게,1
적당하게 맞추어,1
적당하다,1
적당하지 아니하게,-1
적당한,1
적당히 좋아하는,1
적대적으로,-2
적대적으로 대하다,-2
적수를 미워하다,-2
적용하기에 어려운,-1
적의 앞잡이,-1
적절치 아니하다,-2
적절하게,1
적절하게 이어져,1
적절하게 처리하는,1
적절한,2
적절한 예,1
적절히,2
적합하다,1
적합하도록,1
적합하도록 만들어지다,1
적확한,1
적확한 견해,1
전문가,1
전문적 지식,1
전부 게워,-1
전성,1
전염되는 병,-2
전염병,-1
전전긍긍,-2
전전긍긍하다,-2
전혀 모르거나,-1
전혀 없는,-1
절개가 굳은,1
절거나,-1
절다,-1
절도질,-2
절망,-2
절망스럽다,-2
절망에,-2
절망에 빠져,-2
절망으로,-2
절망적이다,-2
절망하다,-2
절며,-1
절며 걷는,-1
절며 걷다,-1
절면서,-1
절면서 걷는,-1
절면서 걷다,-1
절박하다,-1
절실하게,0
절실하다,0
절절매다,-1
절친,2
젊고,1
젊고 건강하여,1
젊다,1
젊은,2
점잖게,2
점잖고,2
점잖고 엄숙하게,2
점잖다,2
점잖은,2
점잖은 사람,2
점잖이,2
점잖이 아니하게,-2
점잖지 못하거나,-1
점잖지 못하게,-1
점잖지 못하고,-2
점잖지 못한,-1
점잖지 아니하게,-2
점잖지 아니하여,-2
점잖지 않다,-1
점점 긴장되다,-1
접대하다,1
접대함,1
정,1
정결히,1
정겹고,2
정겹고 고분고분하게,2
정겹고 고분고분하다,2
정겹다,2
정교하고,1
정교하고 아름답다,2
정교한,1
정기가 없이,-1
정다운,2
정다운 맛이 없고,-2
정다운 이야기,2
정답게,2
정답게 안는,2
정답게 웃는,2
정답게 웃다,2
정답게 이르거나,1
정답게 이르는,2
정답게 이야기하거나,2
정답게 자꾸,2
정답게 주고받다,2
정답게 지내는,2
정답게 지저귀다,2
정답게 지저귐,2
정답게 흘러가는,2
정답고,2
정답고 귀엽게,2
정답고 포근하게,2
정답고 환하게,2
정답다,2
정답지 않고,-2
정당하게,1
정당하지 못한,-2
정당하지 않은,-2
정당한,1
정당한 길,1
정당한 도리,1
정도가 높다,1
정도가 심하거나,-1
정도가 심하게,-1
정도가 지나쳐서,-1
정도가 지나친,-1
정도에 넘침,-1
정돈되어,1
정돈되어 말끔하게,1
정돈되어 말끔하다,1
정돈되어 시원스럽게,1
정돈되지 아니하여,-2
정돈이 되지 아니하여,-2
정돈하다,1
정밀하고,1
정밀하고 미세함,1
정밀하지 못하고,-1
정밀한,1
정분이,1
정분이 나서,1
정분이 두텁게,1
정분이 두텁다,1
정상,1
정상을 벗어난,-1
정성껏,1
정성스럽다,1
정성스레,1
정성스레 대하거나,1
정성으로,2
정성을,1
정성을 겸손하게,1
정성을 기울이다,1
정성을 나타내다,1
정성을 다하여,1
정성을 다함,1
정성을 들인,1
정성이,1
정성이 미치는,1
정성이나,1
정성이나 노력,1
정성이나 성의가,1
정신 분열병,-2
정신 분열병과,-1
정신 질환,-2
정신병,-2
정신병 환자,-1
정신없다,-1
정신없이,-1
정신을 못 차리고,-2
정신을 어지럽게,-1
정신을 잃고,-2
정신을 잃는,-1
정신을 잃는다,-2
정신을 잃을,-1
정신을 차리지 못하고,-2
정신의 이상이나,-1
정신이 까무러질,-1
정신이 나가거나,-1
정신이 나간 것처럼,-1
정신이 멀쩡하다,1
정신이 멍하고,-1
정신이 아득하고,-1
정신이 아찔하여,-1
정신이 어리벙벙하여,-1
정신이 어지럽게,-1
정신이 어지럽다,-1
정신이 어지럽도록,-1
정신이 얼떨떨하여,-1
정신이 없고,-1
정신이 혼미해지고,-1
정신이 흐려서,-1
정신이 흐려져,-1
정신이 흐려지고,-1
정신이 흐려진다,-1
정신이 흐리고,-1
정신이 흐릿하여,-1
정신적 고통이,-2
정신적으로 보탬이,1
정신적으로 편안하고,1
정신질환,-2
정연하게,1
정열,1
정을 끊고,-1
정을 통하다,1
정의롭다,1
정의를,1
정의를 위한,1
정이 깊게,1
정이 넘칠,1
정이 두텁고,2
정이 두텁다,2
정이 들어,1
정이 많게,1
정이 맺어지다,1
정이 맺어짐,1
정이 버성기어,-1
정이 없고,-1
정이 없이,-1
정정당당하다,2
정정당당한,2
정정당당한 태도로,2
정조가 굳고,2
정조를 빼앗겨,-1
정조를 지키지 아니하다,-1
정중하게,1
정중하다,2
정중한,1
정중한 부탁이나,1
정중히,1
정직하지 못한,-1
정처 없이,-1
정치를 잘하다,1
정하다,1
정함이 없이,-1
정해지지 못하고,-1
정확하게,1
정확하고,1
정확한,1
제 마음대로,-1
제 분수를 잊어버리고,-1
제격에 맞지 않고,-1
제대로,1
제대로 되지 않아,-2
제대로 이루어지다,1
제대로 하지 못하고,-2
제대로 하지 아니하는,-2
제대로 하지 아니하다,-1
제때에,1
제때에 내리는,1
제맛이 나지 아니하고,-1
제맛이 나지 않고,-1
제멋대로,-1
제멋대로 날아가다,-1
제멋대로 내버려지다,-1
제멋대로 움직이거나,-1
제법 예쁜,2
제일 잘하다,2
제정신을 잃고,-1
제정신을 차리지 못하게,-1
제쳐 놓고,-1
제한되거나,-1
제한적,-2
제한적인,-2
제힘에 겨운,-1
제힘에 겨운 일에,-1
져서,-1
조건에 맞아,1
조건에 어울리게,1
조건을 개선하고,1
조걸위악하다,-2
조금 거만스럽게,-1
조금 거북하다,-2
조금 거추장스러워서,-2
조금 거추장스럽게,-2
조금 괴롭게,-2
조금 굼뜨고,-1
조금 까다롭게,-1
조금 까불며,-1
조금 깨끗하고,1
조금 나빠진,-2
조금 다침,-1
조금 답답할,-1
조금 되바라지게,-1
조금 떠들썩하게,-1
조금 머뭇거리거나,-1
조금 머뭇머뭇하거나,-1
조금 멋없게,-2
조금 멋없이,-2
조금 모자란,-1
조금 못마땅하게,-2
조금 밉살스럽고,-2
조금 방해가,-2
조금 비뚤어져,-1
조금 설레는,1
조금 성가실,-2
조금 소란스럽게,-1
조금 수선스럽게,-1
조금 수선스럽다,-1
조금 시들하다,-1
조금 시원스럽게,1
조금 싫증이,-2
조금 쓴,-1
조금 아둔하고,-1
조금 안타깝게,-1
조금 암상스럽게,-2
조금 약빠르고,-1
조금 어지러운,-1
조금 어지럽게,-1
조금 언짢거나,-2
조금 언짢고,-2
조금 염치없이,-1
조금 요란하게,-1
조금 우그러져,-1
조금 우악스럽게,-1
조금 우직하고,-1
조금 위태롭게,-1
조금 자린,-1
조금 짖궂은,-1
조금 천박하게,-1
조금 치사하고,-1
조금 타분하다,-1
조금 투덜거리는,-1
조금 투덜거리다,-1
조금 틀어진,-1
조금 푸근하게,1
조금 훤하게,1
조금 희미해져서,-1
조금 힘없이,-1
조금만 앓아도,-1
조금씩 쓰리며,-1
조급하게,-1
조급하게 구는,-1
조급하게 볶아치는,-1
조급하게 볶아치다,-1
조급하여,-1
조급한,-1
조급한 마음으로,-1
조급해지고,-1
조롱하거나,-1
조롱하다,-1
조롱할 때,-2
조르거나,-1
조르는,-1
조르는 데가,-1
조르는 모양,-1
조리 없는,-2
조리 없이,-2
조리 있게,1
조리가 있고,1
조리에 맞지 아니하는,-2
조마조마하게,-1
조마조마하게 지내다,-1
조마조마하다,-1
조마조마하여,-1
조마조마한,-1
조마조마한 느낌,-1
조마조마한 모양,-1
조마조마함,-1
조바심,-1
조바심이,-1
조바심이 나거나,-1
조바심이 나다,-1
조바심이 나서,-1
조바심하며,-1
조바심하며 자는,-1
조바심하며 자다,-1
조상을 욕되게,-2
조심성 없이,-1
조심성이 없고,-1
조심스러움,1
조심스럽게,1
조심스럽지 못하고,-1
조심스럽지 아니하고,-1
조심스럽지 않은,-1
조심하다,-1
조심함,-1
조여들다,-1
조용하며 찬찬하다,1
조용하며 찬찬한,1
조용한 느낌이,1
조용히 우는,-1
조잡하다,-1
조잡한,-1
조직의 괴사가,-1
조직이 썩는,-1
조직이나 기구 따위가 무너지거나 흔들리지 아니하는 상태로,1
조촐하지 못하여,-2
조화,2
조화되어,2
조화된,2
조화된 자세를,2
조화로운,2
조화로움,2
조화롭고,2
조화롭고 포괄적인,2
조화롭다,2
조화를,2
조화를 이루다,2
조화를 이루도록,2
조화시키고,2
조화시키고 창조하는,2
족치는,-2
족치는 일,-2
존경,1
존경받는,2
존경받는 벗,2
존경받다,2
존경스럽거나,2
존경스럽거나 사랑스러운,2
존경의,2
존경의 뜻을,2
존경하는,2
존경하는 마음으로,2
존경하는 사람,2
존경하다,1
존경할 만한,2
존귀하고,2
존귀한,2
존귀한 사람이라는,2
존귀한 성과,2
존대를,2
존망,-1
존멸,-1
존멸하다,-1
존못,-2
존속하다,0
존예,2
존잘,2
존중,1
존중하다,1
존중할 만하다,2
졸도,-2
졸아들고,-1
졸이는 마음,-1
졸임,-1
좀 거친,-1
좀 고까워하는,-2
좀 괴이쩍게,-1
좀 답답하거나,-1
좀 뚝뚝하고,-1
좀 막히는,-1
좀 막히다,-1
좀 보드랍고,1
좀 볼품없이,-2
좀 부드럽고,1
좀 불평스럽게,-2
좀 성기게,-1
좀 안타깝거나,-1
좀 어색하고,-1
좀 천박하게,-2
좀 천하다,-2
좀도둑,-1
좀스러워,-2
좀스럽게,-2
좀스럽게 계속,-2
좀스럽게 구는,-2
좀스럽게 굴다,-2
좀스럽게 꼬물거리는,-2
좀스럽게 꾸물거리다,-2
좀스럽게 눈치를,-2
좀스럽게 말하다,-2
좀스럽게 못된,-1
좀스럽게 부산을,-1
좀스럽게 생긴,-2
좀스럽게 움직이는,-2
좀스럽게 움직이다,-2
좀스럽게 자꾸,-2
좀스럽게 지껄이는,-2
좀스럽게 짓궃은,-2
좀스럽게 짖궂은,-2
좀스럽게 충동질을,-2
좀스럽게 하다,-2
좀스럽게 혼잣말로,-2
좀스럽고,-2
좀스럽고 까다롭다,-2
좀스럽고 비굴하게,-2
좀스럽다,-2
좀이 생긴,-1
좁고 옹졸한,-2
좁은 소견으로,-1
종기가,-1
종기가 나는,-1
종말,-1
종알거리거나,-1
종알종알 군소리를,-1
종이 되다,-1
종횡무진,0
좆같다,-2
좆같이,-2
좆다,-1
좆심,-1
